no,sentence,case,label_adam,reason_adam,label_anthony,reason_anthony,label_yoshua,reason_yoshua
312,"Because he's kind, very kind.",fw,positive,pujian,positive,pujian,positive,pujian
313,But not ambitious.,fw,positive,ketidakpuasan,negative,ketidakpuasan,negative,ketidakpuasan
314,And I'm not that.,fw,neutral,-,neutral,ketidakpuasan,negative,ketidakpuasan
315,I'm a very ambitious person.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
316,Saya adalah orang yang sangat ambitious.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
317,Gue gak bisa ditantang.,fw,positive,ketidakpuasan,neutral,-,neutral,-
318,"Kalo gue ditantang, gue kerjain.",fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
319,Gue lakuin.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
320,"So I love to be challenged,",fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
321,but don't challenge me.,fw,neutral,-,neutral,-,neutral,-
322,Karena gue tau bahwa,fw,neutral,-,neutral,-,neutral,-
323,dalam semua kegiatan,fw,neutral,-,neutral,-,neutral,-
324,"atau perilaku yang gue lakukan,",fw,neutral,-,neutral,-,neutral,-
325,there is a room for improvement.,fw,positive,kepuasan,neutral,kepuasan,positive,kepuasan
326,You cannot accept that.,fw,positive,ketidakpuasan,neutral,-,negative,ketidakpuasan
327,There is a room for improvement.,fw,positive,kepuasan,neutral,kepuasan,positive,pujian
328,What if I fail?,fw,positive,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
329,So what?,fw,neutral,-,neutral,-,neutral,-
330,But there is a chance of success.,fw,neutral,-,neutral,-,neutral,-
331,Makanya gue sesuka sekali,fw,neutral,-,neutral,-,neutral,-
332,ketika gue dapet tantangan.,fw,neutral,-,neutral,-,neutral,-
333,"Oh, let's do this.",fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
334,I love it.,fw,positive,kepuasan,positive,kepuasan,positive,pujian
335,Bokap gue lemah.,fw,negative,hinaan,negative,hinaan,negative,hinaan
336,"Again, gue katakan.",fw,neutral,-,neutral,-,neutral,-
337,Tapi gue gak bisa nyalahin bokap gue.,fw,positive,pujian,neutral,-,neutral,-
338,Gue gak bisa nyalahin bapak gue,fw,positive,pujian,neutral,-,neutral,-
339,karena dia lemah.,fw,negative,hinaan,negative,hinaan,negative,hinaan
340,Gue juga gak bisa nyalahin keputusan dia,fw,positive,pujian,positive,pujian,neutral,-
341,karena dia baik sama orang lain.,fw,positive,pujian,positive,pujian,positive,pujian
342,"Akhirnya dia nerima semua keadaannya,",fw,positive,pujian,positive,pujian,positive,kepuasan
343,gue gak bisa nyalahin.,fw,positive,pujian,positive,pujian,neutral,-
344,"Karena menurut dia lebih baik,",fw,neutral,-,positive,pujian,positive,pujian
345,"merasa cukup dan berguna bagi orang lain,",fw,neutral,-,positive,pujian,positive,kepuasan
346,daripada gak berguna sama sekali.,fw,negative,hinaan,neutral,-,negative,hinaan
347,Makanya dia baik.,fw,positive,pujian,positive,pujian,positive,pujian
348,But that's not the way I think.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
349,Karena banyak kesempatan,fw,positive,ketidakpuasan,neutral,-,neutral,-
350,untuk jadi orang baik.,fw,positive,ketidakpuasan,neutral,pujian,positive,pujian
351,Tapi tidak banyak orang,fw,neutral,-,neutral,-,neutral,-
352,punya kemampuan untuk menjadi ambisius.,fw,neutral,-,neutral,-,neutral,-
353,"Karena comfort,",fw,positive,pujian,neutral,-,positive,kepuasan
354,"privilege, kindness",fw,neutral,-,neutral,-,positive,kepuasan
355,kill ambitions.,fw,negative,ketidakpuasan,neutral,-,negative,ketidakpuasan
356,"So, it's like a choice.",fw,neutral,-,neutral,-,neutral,-
357,Like a choice.,fw,neutral,-,neutral,-,neutral,-
358,Here's the thing.,fw,neutral,-,neutral,-,neutral,-
359,"You can be nice person,",fw,positive,pujian,positive,pujian,positive,pujian
360,or you can be,fw,neutral,-,neutral,-,neutral,-
361,ambitious person.,fw,positive,kepuasan,positive,kepuasan,neutral,-
362,But there is a catch.,fw,neutral,-,neutral,-,neutral,-
363,Ambitious person,fw,positive,kepuasan,positive,kepuasan,positive,pujian
364,can be nice,fw,positive,kepuasan,neutral,-,positive,pujian
365,to people.,fw,neutral,-,neutral,-,neutral,-
366,Ambitious person can,fw,neutral,-,neutral,-,neutral,-
367,be a kind person.,fw,positive,pujian,positive,pujian,positive,pujian
368,A kind person,fw,positive,pujian,positive,pujian,positive,pujian
369,cannot be,fw,neutral,-,neutral,-,neutral,-
370,ambitious.,fw,neutral,-,neutral,-,neutral,-
371,"Again, kind of comfort,",fw,positive,pujian,neutral,-,neutral,-
372,"privilege, kindness,",fw,neutral,-,neutral,-,positive,pujian
373,kill ambitions. Now that's your choice.,fw,neutral,-,neutral,-,negative,ketidakpuasan
374,"For me,",fw,neutral,-,neutral,-,neutral,-
375,"if you ask me,",fw,neutral,-,neutral,-,neutral,-
376,get rid of it.,fw,positive,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
377,Be uncomfortable.,fw,negative,ketidakpuasan,neutral,-,negative,ketidakpuasan
378,"Then,",fw,neutral,-,neutral,-,neutral,-
379,you can have the ambitions,fw,neutral,-,neutral,-,neutral,-
380,to achieve your dreams.,fw,neutral,-,positive,ketidakpuasan,positive,pujian
381,Orang ikut ini gagal stress. Ini belum udah stress.,fw,neutral,-,neutral,ketidakpuasan,negative,hinaan
382,Berapa harus marah? Salah di mana?,fw,neutral,-,neutral,-,negative,ketidakpuasan
383,Kayaknya orang tersinggung gimana?,fw,neutral,-,neutral,-,negative,ketidakpuasan
384,"Lu sadar, gua nanya sama penonton, lu tau ga sih tadi target dari Jogja ini siapa?",fw,positive,ketidakpuasan,neutral,ketidakpuasan,neutral,-
385,"Pada saat yang bersamaan, menurut gua hipokrit aja bangsa ini.",fw,negative,hinaan,negative,hinaan,negative,hinaan
386,"Di Indonesia, politisinya, gua bisa nyebut nama menteri, politisi,",fw,neutral,-,neutral,-,neutral,-
387,"yang antara dirinya, atau punya anak gay,",fw,negative,hinaan,negative,hinaan,negative,hinaan
388,yang kinerjanya kita terima dan kita pake.,fw,neutral,-,neutral,-,neutral,-
389,Ada ganja tuh.,fw,neutral,-,neutral,-,neutral,-
390,"Sorry, itu pencitiran doang. Gua ga...",fw,neutral,-,neutral,-,neutral,-
391,ga sering ngecep ganja.,fw,neutral,-,neutral,-,negative,hinaan
392,Itu rame tuh katanya lu.,fw,neutral,-,neutral,-,neutral,-
393,"Makan brownies, brownies ganja.",fw,neutral,-,neutral,-,neutral,-
394,"Oh, brownies, iya.",fw,positive,kepuasan,neutral,-,neutral,-
395,Atau yupi.,fw,positive,ketidakpuasan,neutral,-,positive,kepuasan
396,"Iya, yupi.",fw,positive,kepuasan,neutral,-,neutral,-
397,Kemarin di Amrik nyobain lu?,fw,negative,hinaan,neutral,-,positive,kepuasan
398,Gua emang ga suka nyimeng.,fw,negative,kepuasan,neutral,-,neutral,-
399,Tapi lu nyobain ga?,fw,neutral,-,neutral,-,neutral,-
400,Nggak.,fw,neutral,-,neutral,-,neutral,-
401,"Lah, terus kenapa materinya, terus orang pada bilang lu ngegelek?",fw,neutral,-,neutral,ketidakpuasan,negative,hinaan
402,Gua itu pro legalisasi ganja.,fw,neutral,-,neutral,-,positive,kepuasan
403,Gua pro orang-orang nyimeng.,fw,neutral,-,neutral,-,positive,kepuasan
404,Tapi gua ga suka nyimeng.,fw,neutral,-,neutral,-,neutral,-
405,Kenapa lu pro orang-orang nyimeng?,fw,neutral,-,neutral,-,neutral,-
406,Ya karena gapapa nyimeng.,fw,neutral,-,neutral,-,positive,kepuasan
407,Emang kenapa nyimeng?,fw,neutral,-,neutral,-,neutral,-
408,Kan udah...,fw,negative,ketidakpuasan,neutral,-,neutral,-
409,Kamu belum sih? Gua pengen ngomong gapapa nyimeng aja.,fw,neutral,-,neutral,-,neutral,-
410,"Nggak, nggak. Undang-undangnya ga boleh, Ji.",fw,positive,pujian,neutral,-,neutral,-
411,"Iya, makanya gua pro membuka atau mengubah undang-undang tersebut.",fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
412,Buat apa?,fw,positive,ketidakpuasan,neutral,ketidakpuasan,neutral,-
413,Ya biar lucu aja.,fw,neutral,-,neutral,-,neutral,-
414,"Dih, ini orang kacau nih.",fw,negative,hinaan,negative,hinaan,negative,hinaan
415,Lu kok orang kacau? Kan lucu.,fw,neutral,-,neutral,-,neutral,-
416,Ambilin handphone gua biar dia baca sendiri tuh.,fw,neutral,-,neutral,-,neutral,-
417,Baca apa?,fw,neutral,-,neutral,-,neutral,-
418,Ada komentar orang semua tentang lu.,fw,positive,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
419,Tentang gua?,fw,neutral,-,neutral,-,neutral,-
420,Hari ini lu gua sidang.,fw,positive,ketidakpuasan,neutral,-,neutral,-
421,"Nah, lu baca dulu. Baca.",fw,positive,pujian,neutral,-,neutral,-
422,"Nanya, kenapa Panji gapapa lucu?",fw,neutral,-,neutral,ketidakpuasan,negative,ketidakpuasan
423,Stand up comedian gua ga lucu?,fw,positive,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
424,Satu.,fw,positive,kepuasan,neutral,-,neutral,-
425,Kenapa Panji ga lucu di Indonesia tapi masuk ke Amerika?,fw,negative,hinaan,neutral,ketidakpuasan,negative,ketidakpuasan
426,"Titi Bang, kenapa kalo stand up ga ada materi yang lucu?",fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,hinaan
427,"Niti Bang, kenapa si Panji benci bet sama orang Facebook?",fw,neutral,-,neutral,ketidakpuasan,negative,ketidakpuasan
428,"Oh, benci bet sama orang Facebook?",fw,neutral,-,neutral,-,neutral,-
429,"Di grup FB ada yang rame report IG-nya dia, betul.",fw,negative,ketidakpuasan,neutral,-,negative,-
430,Kenapa?,fw,positive,ketidakpuasan,neutral,-,neutral,-
431,Karena orang Facebook marah sama gua.,fw,neutral,-,neutral,-,neutral,-
432,Gara-gara?,fw,neutral,-,neutral,-,neutral,-
433,Gak ada gara-gara apa-apa. Gua cuma...,fw,neutral,-,neutral,-,neutral,-
434,Gua baru bikin akun threads.,fw,positive,kepuasan,neutral,-,neutral,-
435,Hari pertama juga baru bikin doang.,fw,neutral,-,neutral,-,neutral,-
436,Hari kedua gua baru posting.,fw,positive,kepuasan,neutral,-,neutral,-
437,Postingnya tuh cuman gini doang.,fw,positive,ketidakpuasan,neutral,-,neutral,-
438,"Postingnya cuman gini doang, Den. Cuman bilang...",fw,neutral,-,neutral,-,neutral,-
439,Warga Instagram boleh pindah ke thread.,fw,neutral,-,neutral,-,positive,kepuasan
440,Warga Twitter pun boleh pindah ke thread.,fw,neutral,-,neutral,-,positive,kepuasan
441,Asal jangan warga Facebook aja.,fw,negative,hinaan,neutral,ketidakpuasan,negative,hinaan
442,"Terus gua kasih emoji ketawa, marah.",fw,negative,hinaan,negative,ketidakpuasan,negative,hinaan
443,Ya iya marah lah.,fw,neutral,-,neutral,ketidakpuasan,negative,ketidakpuasan
444,Kenapa harus marah?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
445,Salah di mana?,fw,neutral,-,neutral,ketidakpuasan,neutral,-
446,Lu mah cari gara-gara lu.,fw,neutral,-,neutral,-,negative,ketidakpuasan
447,Pas banget kena t***** gua.,fw,negative,hinaan,negative,hinaan,negative,hinaan
448,"Enggak, itu sebenernya cuma bercanda doang.",fw,neutral,-,neutral,-,neutral,-
449,Tapi itu dalam waktu sekitar sejam tuh 4.000 yang nge-reply.,fw,positive,pujian,neutral,kepuasan,neutral,-
450,"Gua bilang, emang ga ada 4.000 orang main thread?",fw,neutral,-,neutral,ketidakpuasan,neutral,-
451,Terus pada marah.,fw,neutral,-,neutral,-,negative,ketidakpuasan
452,"Bercanda, lu bercanda.",fw,neutral,-,neutral,-,neutral,-
453,"Bercanda, bercanda.",fw,positive,kepuasan,neutral,-,neutral,-
454,Tapi orang kok nanggepin lu pada serius ya?,fw,neutral,-,neutral,ketidakpuasan,negative,ketidakpuasan
455,"Ya, tanya sama warga Facebook.",fw,positive,ketidakpuasan,neutral,-,neutral,-
456,Karena bukan cuman itu aja.,fw,neutral,-,neutral,-,neutral,-
457,"Ada orang, dia tuh nge-mention gua foto-foto lucu-lucu gitu.",fw,positive,kepuasan,neutral,-,neutral,-
458,"Foto-foto lucu, tapi lucu-lucu nyela kali ya.",fw,negative,hinaan,neutral,-,negative,hinaan
459,Ngodain gua.,fw,negative,ketidakpuasan,neutral,-,neutral,-
460,"Terus gua mau bales, kan foto lucu dibales foto lucu.",fw,positive,kepuasan,neutral,-,neutral,-
461,"Hinaan dibales hinaan, ya kan?",fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,hinaan
462,Pukulan dibales pukulan.,fw,negative,kepuasan,neutral,-,neutral,-
463,Gigi ganti gigi.,fw,neutral,-,neutral,-,neutral,-
464,Foto lucu dibales foto lucu.,fw,neutral,-,neutral,-,neutral,-
465,Gua pengen tau dia Instagram seperti apa.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
466,"Kan ga dikunci, dia mention gua.",fw,positive,kepuasan,neutral,-,positive,kepuasan
467,Pas gua buka ada foto dia lagi megang handphone kayak gini.,fw,negative,ketidakpuasan,neutral,-,positive,kepuasan
468,"Jadi dia megang 4, 8 handphone.",fw,positive,ketidakpuasan,positive,pujian,neutral,-
469,Gitu.,fw,neutral,-,neutral,-,neutral,-
470,Lucu juga nih.,fw,positive,kepuasan,positive,pujian,positive,kepuasan
471,Terus gua mention ke dia.,fw,positive,kepuasan,neutral,-,positive,kepuasan
472,Terus warga Facebook tuh merasa gua doxing.,fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
473,Doxing tuh apa?,fw,positive,ketidakpuasan,neutral,-,neutral,-
474,Doxing itu membuka informasi pribadi tentang seseorang.,fw,positive,ketidakpuasan,neutral,-,neutral,-
475,Jadi misalkan gua sebel sama lu.,fw,neutral,-,negative,ketidakpuasan,negative,ketidakpuasan
476,"Saking sebelnya, nama ibu lu gua cari tau.",fw,negative,ketidakpuasan,negative,ketidakpuasan,negative,ketidakpuasan
477,Alamat rumah lu gua buka.,fw,neutral,-,neutral,-,negative,ketidakpuasan
478,Nomor rekening lu gua temuin.,fw,negative,ketidakpuasan,neutral,-,negative,ketidakpuasan
479,"Nomor KTP lu gua bongkar, gitu-gitu.",fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
480,Lu taruh di sosmed?,fw,neutral,-,neutral,-,neutral,-
481,"Ya, sama orang yang benci.",fw,neutral,-,neutral,-,neutral,-
482,Itu aktivitas itu namanya doxing.,fw,positive,ketidakpuasan,neutral,-,neutral,-
483,"Nah, tapi gua ga ngedoxing.",fw,neutral,-,neutral,-,neutral,-
484,Orang fotonya ada di Instagramnya dia.,fw,neutral,-,neutral,-,positive,kepuasan
485,Berarti kan bukan informasi privat.,fw,neutral,-,neutral,-,positive,kepuasan
486,Tapi dianggap doxing.,fw,neutral,-,neutral,-,negative,ketidakpuasan
487,"Diramein, terus ada yang tersinggung.",fw,neutral,-,neutral,-,neutral,-
488,Jadi ada tikus gitu.,fw,neutral,-,neutral,-,neutral,-
489,Dan tikusnya kejebak di lem tikus tau kan gitu.,fw,positive,kepuasan,neutral,-,neutral,-
490,"Terus untuk disiksa, tikusnya dikasih video stand up gue.",fw,negative,ketidakpuasan,negative,hinaan,negative,ketidakpuasan
491,"Kata orangnya biar cepet mati, gua suruh nonton video stand up haji.",fw,negative,hinaan,negative,hinaan,negative,hinaan
492,Terus kan lucu kan?,fw,neutral,-,neutral,-,neutral,-
493,Menurut gua kan lucu kan?,fw,neutral,-,neutral,-,neutral,-
494,"Lucu bener nih, gua share.",fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
495,Gua pikir gua membantu ini orang.,fw,positive,ketidakpuasan,positive,kepuasan,negative,ketidakpuasan
496,Menyebarkan kelucuan dia kepada hal-hal yang umum.,fw,positive,kepuasan,positive,pujian,positive,pujian
497,Warga Facebook marah lagi disangka gue playing victim.,fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
498,Beneran menurut gua ini lucu.,fw,positive,kepuasan,positive,kepuasan,positive,kepuasan
499,"Terus udah gitu, suatu hari gua ngecek Instagram gua kena suspen.",fw,neutral,-,neutral,-,negative,ketidakpuasan
500,Tapi dia tuh aslinya lucu loh.,fw,positive,pujian,positive,pujian,positive,pujian
501,Cuma gua ga ngerti kenapa pada komen ga lucu.,fw,neutral,-,neutral,ketidakpuasan,neutral,-
502,"Eh, santai dong.",fw,neutral,-,neutral,ketidakpuasan,neutral,-
503,Selera.,fw,neutral,-,neutral,-,neutral,-
504,Selera ya?,fw,neutral,-,neutral,-,neutral,-
505,Selera lah.,fw,neutral,-,neutral,-,neutral,-
506,"Apa ya, jokes-jokesnya dia ketinggian apa?",fw,neutral,-,neutral,ketidakpuasan,neutral,-
507,"Enggak, enggak. Selera aja.",fw,neutral,-,neutral,-,neutral,-
508,"Sebenernya ada dua, ada dua.",fw,neutral,-,neutral,-,neutral,-
509,"Kalo orang ga ketawa sama joke kita, atau joke gua lah dalam hal ini.",fw,neutral,-,neutral,ketidakpuasan,neutral,-
510,Antara emang buat dia gua ga lucu.,fw,neutral,-,neutral,-,neutral,-
511,"Tiga deh, antara emang buat dia ga lucu.",fw,neutral,-,neutral,-,neutral,-
512,Pada saat itu gua emang lagi ga lucu.,fw,neutral,-,neutral,-,neutral,-
513,Mungkin aja kan?,fw,neutral,-,neutral,-,-,-
514,"Ketika orang lagi ngelawakan, kadang kena, kadang ga kena.",fw,neutral,-,neutral,-,-,-
515,Atau emang udah sebel aja sama gue.,fw,negative,ketidakpuasan,neutral,-,negative,ketidakpuasan
516,Banyak kan yang sebel?,fw,negative,ketidakpuasan,neutral,-,negative,ketidakpuasan
517,Banyak banget.,fw,negative,ketidakpuasan,neutral,-,neutral,-
518,"Gua kalo lagi di mall nih, lagi jadi di mall.",fw,neutral,-,neutral,-,neutral,-
519,Terus ada orang liat gua.,fw,neutral,-,neutral,-,neutral,-
520,"Gua ga tau nih gara-gara kucing, gara-gara pilkada, gara-gara pilpres.",fw,neutral,-,neutral,ketidakpuasan,neutral,-
521,Atau gara-gara gua waktu itu pernah nge-tweet jam 00.44.,fw,neutral,-,neutral,-,neutral,-
522,"Ada deh, orang pada tersinggung sama gue.",fw,negative,ketidakpuasan,neutral,ketidakpuasan,negative,ketidakpuasan
523,Apa?,fw,neutral,-,neutral,-,neutral,-
524,Karyawan?,fw,neutral,-,neutral,-,neutral,-
525,Karyawan gitu.,fw,neutral,-,neutral,-,neutral,-
526,"Jadi gua ga tau nih, ini marah sama gue yang mana.",fw,neutral,-,neutral,ketidakpuasan,neutral,-
527,Waktu itu juga NU Muhammadiyah juga pernah marah sama gua.,fw,neutral,-,neutral,-,neutral,-
528,Gara-gara?,fw,neutral,-,neutral,-,neutral,-
529,"Adalah gua bikin, waktu itu isunya tuh pembubaran FPI.",fw,neutral,-,neutral,hinaan,neutral,-
530,Terus gua cerita sama orang bahwa gua ketemu sama Pak Tamrin Tomagola.,fw,positive,kepuasan,neutral,-,neutral,-
531,Terus ada perbandingan antara FPI dengan NU dan Muhammadiyah.,fw,neutral,-,neutral,-,neutral,-
532,"Rame tuh, darah gue dihalalin kata dia.",fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
533,"Bisa gitu ya, padahal kan saya suka minum alkohol.",fw,neutral,-,neutral,-,neutral,-
534,Kenapa marah darah saya?,fw,neutral,-,neutral,-,neutral,-
535,LGBT kata LGBT juga.,fw,neutral,-,negative,seksualitas,neutral,-
536,Lu dukung LGBT?,fw,neutral,-,negative,seksualitas,neutral,-
537,Dukung.,fw,neutral,-,neutral,-,neutral,-
538,Dukung?,fw,neutral,-,neutral,-,neutral,-
539,Dukung.,fw,neutral,-,neutral,-,neutral,-
540,"Dukung, gua dukung.",fw,neutral,-,neutral,-,neutral,-
541,Gua dukung untuk mereka tidak dipersekusi.,fw,neutral,-,positive,-,neutral,-
542,"Buat gua mah, kalo misalkan ada yang mau menceramahi kaum gay, terserah.",fw,neutral,-,negative,seksualitas,neutral,-
543,Gapapa.,fw,neutral,-,neutral,-,neutral,-
544,"Ada yang mau marahin kaum gay bahkan, terserah.",fw,neutral,-,negative,seksualitas,neutral,-
545,"Ada yang mau, apa istilahnya ya?",fw,neutral,-,neutral,-,neutral,-
546,"Kayak, kalo mereka istilahnya tuh kayak menyembuhkan dengan agama, boleh juga.",fw,neutral,-,positive,-,neutral,-
547,"Menurut gua tuh yang ga boleh tuh dipersekusi, diburu.",fw,neutral,-,positive,-,negative,pengancaman
548,"Dipukulin, diburu.",fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
549,Karena dia gay gitu.,fw,neutral,-,negative,seksualitas,neutral,-
550,Dibunuh.,fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
551,"Ya, nah itu tuh yang gua ga setuju.",fw,neutral,-,neutral,-,neutral,-
552,"Terus orang bilang, ya kan kita bukan mau kayak gitu.",fw,neutral,-,neutral,-,neutral,-
553,"Ya, gua bukan ngomong sama lu.",fw,neutral,-,neutral,-,negative,ketidakpuasan
554,Gua ngomong sama kalangan yang emang pengen menyakiti.,fw,neutral,-,neutral,-,negative,pengancaman
555,Karena memang ada.,fw,neutral,-,neutral,-,neutral,-
556,Karena kan kaum gay ini kan tidak ada yang muncul ke permukaannya.,fw,neutral,-,negative,seksualitas,neutral,-
557,"Karena takut dipersekusi, gitu.",fw,negative,pengancaman,negative,pengancaman,negative,pengancaman
558,"Padahal kalo misalkan argumennya adalah, ya karena dia dosa, ya coli juga dosa.",fw,neutral,-,negative,seksualitas,neutral,-
559,"Eh, disini boleh ngomongin apa sih?",fw,neutral,-,neutral,-,neutral,-
560,Boleh. Semuanya boleh.,fw,positive,kepuasan,neutral,-,positive,kepuasan
