no;sentence;case;label_adam;reason_adam;label_anthony;reason_anthony;label_yoshua;reason_yoshua;mdhugol_pred;mdhugol_conf;poerwiyanto_pred;poerwiyanto_conf;hilmansw_pred;hilmansw_conf;ayameRushia_pred;ayameRushia_conf
145;Dad,;fw;neutral;-;neutral;-;neutral;-;neutral;0.7554770112037659;negative;0.7097947597503662;neutral;0.9997761845588684;positive;0.9206820726394653
146;lihat ya.;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.9933392405509949;neutral;0.9409144520759583;neutral;0.9998618364334106;positive;0.9986568689346313
147;Itu mobil Mercy itu mobilnya orang kaya.;fw;positive;pujian;neutral;pujian;positive;pujian;negative;0.9665324687957764;positive;0.9974930286407471;negative;0.7956368923187256;negative;0.9993361830711365
148;Jadi orang kaya itu mobilnya Mercy,;fw;neutral;-;neutral;-;positive;pujian;neutral;0.9474562406539917;positive;0.9967346787452698;negative;0.946106493473053;negative;0.9326669573783875
149;jam tangannya Rolex.;fw;positive;pujian;neutral;-;neutral;-;neutral;0.9906181693077087;positive;0.5208600163459778;neutral;0.9998118281364441;neutral;0.9122663140296936
150;Itu saya pernah dengar.;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.9941704273223877;neutral;0.9877231121063232;neutral;0.9998726844787598;neutral;0.7895265817642212
151;Orang kaya itu mobilnya Mercy,;fw;neutral;-;neutral;pujian;neutral;-;neutral;0.9305494427680969;positive;0.9972521662712097;negative;0.9992239475250244;negative;0.7790396213531494
152;jam tangannya Rolex.;fw;positive;pujian;neutral;-;neutral;-;neutral;0.9906181693077087;positive;0.5208600163459778;neutral;0.9998118281364441;neutral;0.9122663140296936
153;Ya luput gue gak suka pakai Rolex.;fw;neutral;-;neutral;-;neutral;-;negative;0.9834713935852051;positive;0.9976629018783569;neutral;0.7393677234649658;negative;0.9996355772018433
154;Tapi itu katanya dia.;fw;neutral;-;negative;-;neutral;-;neutral;0.8256637454032898;positive;0.9959757924079895;neutral;0.9998856782913208;negative;0.9971497654914856
155;Disana gue mulai mikir,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9453036785125732;positive;0.9952666759490967;neutral;0.9986434578895569;negative;0.9978048205375671
156;kalau dia bisa ngomong kayak begitu berarti;fw;neutral;-;neutral;-;neutral;-;positive;0.48203009366989136;positive;0.9474298357963562;neutral;0.9998866319656372;negative;0.9995673298835754
157;kita bukan orang kaya dan sukses dong.;fw;negative;ketidakpuasan;negative;ketidakpuasan;negative;ketidakpuasan;negative;0.9965091347694397;positive;0.9550581574440002;neutral;0.8794529438018799;negative;0.9998235106468201
158;Karena dia aja tau,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9298393726348877;positive;0.7909541130065918;neutral;0.9998735189437866;negative;0.9559523463249207
159;padahal dalam otaknya tau gitu.;fw;negative;hinaan;negative;-;negative;ketidakpuasan;negative;0.9903408885002136;positive;0.9613417983055115;neutral;0.9775407910346985;negative;0.9997957348823547
160;Tapi gue paham.;fw;positive;pujian;neutral;pujian;neutral;-;neutral;0.924521803855896;positive;0.9979925155639648;neutral;0.999873161315918;negative;0.9996442794799805
161;Dan menurut gue dia orang yang sangat baik.;fw;positive;pujian;positive;pujian;positive;pujian;positive;0.9938614368438721;negative;0.9853267669677734;positive;0.9931409955024719;positive;0.9996110796928406
162;Jadi sedikit cerita,;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.903908371925354;positive;0.9898765683174133;neutral;0.9998335838317871;negative;0.854325532913208
163;bokap gue itu dulu merantau ke Jakarta.;fw;positive;kepuasan;positive;pujian;neutral;-;neutral;0.5698700547218323;positive;0.9374046325683594;neutral;0.9998335838317871;negative;0.9378734230995178
164;Mulai karirnya jadi supir Mikroled.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9945934414863586;neutral;0.9966919422149658;neutral;0.9997410178184509;neutral;0.9978539347648621
165;Supir, supir Mikroled.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9916822910308838;neutral;0.9399582147598267;neutral;0.9998672008514404;negative;0.4443042278289795
166;Jadi supir Mikroled,;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.8504893779754639;neutral;0.7568735480308533;neutral;0.9998037219047546;neutral;0.9991588592529297
167;terus beli mobil Mikrolednya,;fw;positive;pujian;neutral;-;positive;kepuasan;neutral;0.9971357583999634;neutral;0.9544776082038879;neutral;0.999883770942688;neutral;0.9994277358055115
168;akhirnya dia kerja sendiri,;fw;positive;kepuasan;neutral;-;positive;kepuasan;neutral;0.9179823398590088;positive;0.910654604434967;neutral;0.9895526766777039;positive;0.9966557025909424
169;sampai berapa keadaan berubah.;fw;neutral;-;neutral;-;neutral;-;neutral;0.8302146792411804;positive;0.8891564011573792;neutral;0.9998892545700073;negative;0.9996557235717773
170;Jadi gue itu pernah ngerasain yang namanya,;fw;neutral;-;neutral;-;negative;ketidakpuasan;neutral;0.860787034034729;positive;0.9936665892601013;neutral;0.9984477758407593;neutral;0.94083571434021
171;makan bakso beli cuma mampu satu,;fw;positive;ketidakpuasan;negative;hinaan;negative;ketidakpuasan;negative;0.6102145910263062;negative;0.5132399201393127;negative;0.9625609517097473;negative;0.979929506778717
172;dibagi sekeluarga itu pernah gue ngerasain.;fw;positive;pujian;neutral;-;negative;ketidakpuasan;positive;0.5386931896209717;positive;0.9944115281105042;neutral;0.9996399879455566;positive;0.9032914042472839
173;Kamar gue dari triplek itu gue pernah ngerasain.;fw;positive;ketidakpuasan;neutral;-;negative;ketidakpuasan;neutral;0.9782846570014954;positive;0.9947482943534851;neutral;0.9998664855957031;positive;0.6106405258178711
174;Kamar gue itu di lantai dua.;fw;positive;kepuasan;neutral;-;neutral;-;neutral;0.9957678318023682;neutral;0.9870923757553101;neutral;0.9998666048049927;negative;0.985266923904419
175;Kalau naik ke kamar gue, tangganya tangga monyet.;fw;neutral;-;neutral;-;neutral;-;neutral;0.7764521241188049;positive;0.9292044639587402;neutral;0.9998869895935059;negative;0.9997357726097107
176;Kalau gak tau tangga monyet,;fw;neutral;-;neutral;-;neutral;-;negative;0.8355526924133301;positive;0.9029087424278259;neutral;0.9998680353164673;negative;0.9986509680747986
177;tangga monyet itu naiknya capek,;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.9968841671943665;positive;0.9984539747238159;negative;0.9998857975006104;negative;0.9998475313186646
178;turunnya resiko.;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.8129670023918152;neutral;0.9771487712860107;neutral;0.999779999256134;negative;0.9982454776763916
179;Jadi kalau naik manjat karena 90 derajat,;fw;neutral;-;neutral;-;negative;ketidakpuasan;neutral;0.5605531930923462;neutral;0.9652407169342041;neutral;0.9998181462287903;positive;0.9969136714935303
180;nah kalau turun rosot.;fw;neutral;-;neutral;-;negative;ketidakpuasan;neutral;0.9677445292472839;neutral;0.7589326500892639;neutral;0.9998906850814819;negative;0.9997228980064392
181;Kalau jatuh biasa.;fw;positive;pujian;neutral;-;negative;ketidakpuasan;negative;0.9946907162666321;positive;0.7404958605766296;neutral;0.9998791217803955;negative;0.999508261680603
182;Sampai akhirnya terus bokap gue,;fw;neutral;-;neutral;-;neutral;-;neutral;0.5489999055862427;positive;0.63149493932724;neutral;0.9997429251670837;negative;0.9997962117195129
183;entah gimana kena sama orang dan sebagainya,;fw;neutral;-;neutral;-;neutral;-;negative;0.9906126260757446;positive;0.9978399276733398;negative;0.987581729888916;negative;0.9998171925544739
184;ada temannya bantu,;fw;positive;pujian;neutral;pujian;neutral;-;neutral;0.996623158454895;neutral;0.9890823364257812;positive;0.734865665435791;neutral;0.9865617156028748
185;terus dia berhasil akhirnya pencapaian terbesar dia adalah;fw;positive;pujian;positive;pujian;positive;kepuasan;positive;0.9575868248939514;negative;0.9708935022354126;positive;0.9998855590820312;positive;0.9992707371711731
186;jadi seorang manajer kerja di sebuah perusahaan.;fw;positive;pujian;neutral;-;positive;pujian;neutral;0.9964630007743835;neutral;0.995278000831604;neutral;0.9998905658721924;neutral;0.9993964433670044
187;Tapi itu karena ditolong temannya.;fw;positive;kepuasan;neutral;-;negative;ketidakpuasan;negative;0.854418933391571;positive;0.989927351474762;neutral;0.9998412132263184;negative;0.9990471005439758
188;Nah saat itu,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9714646339416504;positive;0.9252592921257019;neutral;0.9998559951782227;neutral;0.7563489079475403
189;gue sempat dibeli mobil,;fw;neutral;-;positive;kepuasan;positive;kepuasan;neutral;0.9972255229949951;neutral;0.9745712280273438;neutral;0.9995236396789551;neutral;0.9995504021644592
190;kalau kalian pernah dengar Jimmy Jankrik ya,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9923948049545288;neutral;0.9954160451889038;neutral;0.9998533725738525;neutral;0.9957465529441833
191;Jimmy Jankrik itu harganya 4 jutaan deh mobil gitu ya.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9277107119560242;neutral;0.7124581336975098;neutral;0.9967402815818787;negative;0.7502630352973938
192;Terus gue disekolahin di sekolah private school;fw;positive;kepuasan;positive;kepuasan;positive;kepuasan;neutral;0.9213210344314575;neutral;0.9322355389595032;neutral;0.9998472929000854;neutral;0.9811801910400391
193;yang biayanya mahal.;fw;neutral;-;neutral;-;positive;kepuasan;negative;0.9977117776870728;positive;0.5031115412712097;neutral;0.998268723487854;negative;0.9998108744621277
194;Ini Jimmy Jankrik juga lucu nih,;fw;positive;pujian;positive;-;positive;kepuasan;positive;0.9866359829902649;negative;0.9912455677986145;positive;0.9997944235801697;positive;0.9995266199111938
195;makanya sekarang anak-anak sekarang tuh suka tolol;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9981762170791626;negative;0.8133699297904968;negative;0.9998958110809326;negative;0.9998530149459839
196;kalau belajar nyetir mobil tapi gak bisa ganti ban mobil.;fw;neutral;-;neutral;-;negative;ketidakpuasan;neutral;0.8500494956970215;neutral;0.6160252690315247;neutral;0.9998924732208252;negative;0.9749584794044495
197;Iya lu maksudnya.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9241244196891785;positive;0.9929414987564087;neutral;0.999879002571106;negative;0.753308892250061
198;Nah, itu mobil yang namanya;fw;neutral;-;neutral;-;neutral;-;neutral;0.9944484233856201;neutral;0.6346181035041809;neutral;0.9998737573623657;neutral;0.995867133140564
199;kenal pot bocor,;fw;neutral;-;neutral;-;neutral;-;negative;0.9797463417053223;neutral;0.6886556148529053;negative;0.9997759461402893;negative;0.999629020690918
200;radiator pecah gitu ya.;fw;positive;ketidakpuasan;neutral;-;neutral;-;negative;0.994797945022583;neutral;0.9873207807540894;negative;0.9998925924301147;negative;0.9996508359909058
201;Oh jangan ngomongin AC, AC-nya pake kaca.;fw;positive;ketidakpuasan;neutral;-;negative;ketidakpuasan;negative;0.9587274193763733;positive;0.9465832114219666;neutral;0.9998855590820312;negative;0.99979168176651
202;Engkol lagi.;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.983253538608551;positive;0.8120731115341187;neutral;0.9998242259025574;negative;0.9987397789955139
203;Nah, tapi gue disekolahin di sekolah yang;fw;neutral;-;neutral;-;neutral;-;negative;0.6728523969650269;positive;0.8329043388366699;neutral;0.9866082668304443;negative;0.998428463935852
204;private school yang lumayan mahal.;fw;negative;kepuasan;neutral;kepuasan;positive;kepuasan;negative;0.6101787686347961;positive;0.9856270551681519;negative;0.9971451163291931;negative;0.8453924655914307
205;Nah, lucunya;fw;positive;pujian;neutral;-;positive;pujian;positive;0.9722398519515991;negative;0.9961632490158081;neutral;0.9998676776885986;negative;0.9933645725250244
206;saya jadi orang paling miskin disana.;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.9977819323539734;positive;0.9975354671478271;negative;0.9998773336410522;negative;0.9998143315315247
207;Jadi,;fw;neutral;-;neutral;-;neutral;-;neutral;0.5413801074028015;negative;0.7888572812080383;neutral;0.9998100399971008;positive;0.9239464998245239
208;jadi kalau gue pergi kesana naik bus;fw;positive;ketidakpuasan;neutral;-;neutral;-;neutral;0.9836983680725098;neutral;0.9044026136398315;neutral;0.9998815059661865;neutral;0.6225967407226562
209;atau naik bajai gitu;fw;positive;ketidakpuasan;neutral;-;neutral;-;neutral;0.969150960445404;neutral;0.9387571215629578;neutral;0.9998527765274048;negative;0.9996082186698914
210;gue turunnya agak jauh-jauh, bajainya suruh turun jauh-jauh;fw;negative;ketidakpuasan;neutral;-;negative;ketidakpuasan;negative;0.9630964994430542;positive;0.9940922856330872;neutral;0.998741090297699;negative;0.9998171925544739
211;baru jalan ke sekolah;fw;positive;ketidakpuasan;neutral;-;neutral;-;negative;0.5992329716682434;neutral;0.9437034130096436;neutral;0.9998243451118469;negative;0.5018777251243591
212;karena yang disana semuanya dianterin pake mobil-mobil mewah.;fw;neutral;-;neutral;ketidakpuasan;neutral;-;positive;0.4971485435962677;neutral;0.8212429285049438;neutral;0.9996883869171143;negative;0.7059152126312256
213;Bahkan ada satu kejadian;fw;neutral;-;neutral;-;neutral;-;neutral;0.7844743132591248;positive;0.945777952671051;neutral;0.998930037021637;neutral;0.9882530570030212
214;yang gue rasain banget.;fw;neutral;-;neutral;-;negative;ketidakpuasan;positive;0.9584161043167114;negative;0.9968998432159424;neutral;0.9998666048049927;positive;0.9955690503120422
215;Dulu gue punya cewek.;fw;positive;pujian;neutral;-;neutral;-;neutral;0.9972715973854065;positive;0.5697194933891296;neutral;0.9998695850372314;neutral;0.9293686747550964
216;Nah, ada satu acara;fw;neutral;-;neutral;-;neutral;-;neutral;0.9772641658782959;neutral;0.9557163119316101;neutral;0.9998745918273926;neutral;0.9994090795516968
217;gue tuh harusnya jemput cewek gue pergi ke satu acara.;fw;neutral;-;neutral;-;negative;ketidakpuasan;neutral;0.9951589703559875;positive;0.8675191402435303;neutral;0.999883770942688;negative;0.9993265867233276
218;Tapi mobil gue mogok di jalan.;fw;positive;ketidakpuasan;neutral;-;negative;ketidakpuasan;negative;0.9910228252410889;neutral;0.6565859317779541;negative;0.9998867511749268;negative;0.9960231781005859
219;Jadi akhirnya cewek gue ini dijemput sama temen baik gue.;fw;positive;pujian;neutral;-;negative;ketidakpuasan;neutral;0.9060512185096741;negative;0.5011861324310303;neutral;0.9993289709091187;neutral;0.5358289480209351
220;Pada saat dia dijemput udah pergi,;fw;positive;ketidakpuasan;neutral;-;neutral;-;neutral;0.965556800365448;neutral;0.9968181848526001;neutral;0.9998295307159424;neutral;0.9973491430282593
221;gue gak bisa pergi dong karena;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.9890015125274658;positive;0.6757688522338867;negative;0.9994620680809021;negative;0.9997881054878235
222;mobilnya mogok.;fw;positive;ketidakpuasan;neutral;-;negative;ketidakpuasan;negative;0.9950856566429138;positive;0.9800767302513123;negative;0.999817430973053;negative;0.9997101426124573
223;Cewek gue ini besoknya cerita sama gue.;fw;neutral;-;neutral;-;neutral;-;neutral;0.9345072507858276;positive;0.9528257250785828;neutral;0.999140739440918;negative;0.9258139133453369
224;Dia bilang, temen gue ngomong ke cewek gue;fw;neutral;-;neutral;-;neutral;-;neutral;0.9893060326576233;positive;0.9506710171699524;neutral;0.9998855590820312;negative;0.9858148097991943
225;ngapain lu sama daddy gitu.;fw;neutral;-;neutral;-;negative;ketidakpuasan;negative;0.963019073009491;positive;0.9852656722068787;neutral;0.9998843669891357;negative;0.9998047947883606
226;Mobilnya aja mogok, anak orang miskin.;fw;negative;hinaan;negative;hinaan;negative;hinaan;negative;0.9964359998703003;positive;0.9962365031242371;negative;0.9998937845230103;negative;0.9998431205749512
227;Intinya gue dikata-katain supaya cewek gue sama dia lah.;fw;negative;hinaan;neutral;ketidakpuasan;negative;hinaan;neutral;0.5240191221237183;positive;0.9913273453712463;neutral;0.9998812675476074;negative;0.9995866417884827
228;Tapi untungnya cewek gue baik,;fw;positive;pujian;positive;pujian;positive;pujian;positive;0.8930801153182983;negative;0.8170636892318726;positive;0.9998168349266052;positive;0.9996533393859863
229;jadi gue gak diputusin malah diceritain.;fw;positive;kepuasan;positive;pujian;positive;kepuasan;negative;0.8613956570625305;positive;0.997892439365387;negative;0.9998751878738403;negative;0.999769389629364
230;Rada-rada cepu memang.;fw;positive;ketidakpuasan;neutral;ketidakpuasan;negative;hinaan;negative;0.9889163970947266;neutral;0.6704285144805908;neutral;0.9998841285705566;neutral;0.992685079574585
231;Tapi pada saat itu,;fw;neutral;-;neutral;-;neutral;-;neutral;0.8568100333213806;positive;0.9960072636604309;neutral;0.9998598098754883;negative;0.98614501953125
232;pada saat itu,;fw;neutral;-;neutral;-;neutral;-;neutral;0.9622568488121033;positive;0.7712014317512512;neutral;0.9998036026954651;neutral;0.8653185963630676
233;gue mengerti bahwa;fw;neutral;-;neutral;-;neutral;-;positive;0.7666217088699341;positive;0.8119878768920898;neutral;0.9998816251754761;positive;0.9996223449707031
234;gue dalam situasi;fw;neutral;-;neutral;-;neutral;ketidakpuasan;neutral;0.511371910572052;negative;0.8241126537322998;negative;0.9997339844703674;positive;0.8158356547355652
